PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH,PV6MATH,PV7MATH,PV8MATH,PV9MATH,PV10MATH,AGE,TFGender,REPEAT,MISSSC,SKIPPING,TARDYSD,EXERPRAC,STUDYHMW,WORKPAY,WORKHOME,ST034Q01TA,ST034Q02TA,ST034Q03TA,ST034Q04TA,ST034Q05TA,ST034Q06TA,ST300Q01JA,ST300Q02JA,ST300Q03JA,ST300Q04JA,ST300Q05JA,ST300Q06JA,ST300Q07JA,ST300Q08JA,ST300Q09JA,ST300Q10JA,ST270Q01JA,ST270Q02JA,ST270Q03JA,ST270Q04JA,ST038Q03NA,ST038Q04NA,ST038Q05NA,ST038Q06NA,ST038Q07NA,ST038Q08NA,ST250Q01JA,ST250Q02JA,ST250Q03JA,ST250Q04JA,ST250Q05JA,ST251Q01JA,ST251Q02JA,ST251Q03JA,ST251Q04JA,ST255Q01JA,MATH_CANTIDAD,MATH_CAMBIO_REL,MATH_ESPACIO_FORMA,MATH_DATOS_INCERT,MATH_FORMULACION,MATH_PROCEDIMIENTOS,MATH_INTERPRETACION,MATH_RAZONAMIENTO,MATH_PROMEDIO,MATH_LOGRO
360.824,364.47,374.051,343.786,346.603,407.969,333.226,351.02,391.275,378.58,15.75,1,0,1,0,0,9,6,4,4,1,4,3,2,3,,,,,,,,,,,,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,1,0,0,0,0,0,2,351.20559999999995,327.30809999999997,310.7885,378.6854,377.3141,361.1571,353.39399999999995,354.4746999999999,351.7909374999999,0
340.194,321.257,299.924,294.572,334.249,353.576,303.244,354.737,364.67,339.464,15.83,1,1,0,0,1,8,10,2,7,,4,4,2,2,4,1,,,5,5,5,3,,,,4,4,4,4,,,1.0,,1.0,,0,0,0,1,1,0,3,1,1,1,288.7535,369.15590000000003,383.74799999999993,298.3953,284.9915,321.0085,333.18019999999996,250.64659999999998,316.2349375,0
364.42,329.886,331.631,354.883,339.279,325.971,357.23,400.126,350.319,343.003,15.42,1,0,0,0,1,4,5,2,5,4,1,,4,1,4,,,4,4,,4,4,,4,,4,4,4,4,1.0,1.0,1.0,,,1.0,0,1,1,0,1,0,1,1,1,1,354.94130000000007,311.0791,276.31370000000004,394.30809999999997,311.4836,367.0938,349.52729999999997,348.9543,339.21265,0
380.269,408.107,344.752,348.976,337.992,378.439,345.894,310.405,315.727,372.907,16.08,1,0,0,0,0,6,2,1,0,2,3,2,3,,3,1,,1,,3,,,5,,4,2,2,2,1,,,1.0,1.0,,,0,0,0,1,0,0,0,1,0,0,362.1976,352.7691000000001,402.3253000000001,337.1019,379.1809,346.4207,328.0635000000001,354.9797,357.87983750000006,0
378.788,359.113,333.117,362.492,384.812,302.558,300.696,332.239,357.07,325.9,15.42,0,0,0,0,1,4,10,10,10,2,2,2,,3,3,1,,1,,1,,,1,,1,3,2,2,2,,,1.0,1.0,1.0,,0,0,0,0,0,0,0,0,1,3,325.9852,334.28929999999997,351.5603,292.0782,316.52629999999994,360.4185,336.7187,287.7585,325.666875,0
340.048,382.838,302.161,287.498,331.666,287.536,338.348,258.763,306.24,280.462,16.08,0,1,,1,,6,8,2,0,3,4,3,2,2,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1,0,0,1,0,0,1,1,1,2,332.552,286.9437,330.9643,276.06059999999997,319.73519999999996,311.341,312.3636,294.68309999999997,308.0804375,0
357.848,348.774,371.915,349.716,368.346,337.015,332.466,335.754,368.931,367.367,15.92,1,1,0,0,2,10,10,10,10,1,3,4,1,3,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,1,0,0,2,2,1,373.5575,341.82689999999997,326.1277,354.8742,382.7011,387.15939999999995,354.36229999999995,387.991,363.57501249999996,0
364.03,422.809,460.803,428.282,447.608,441.402,396.01,393.882,406.862,359.979,16.25,0,0,0,1,1,10,10,10,10,3,2,4,3,2,,,,,,,,,,,,2,2,2,3,,1.0,,,,,1,0,0,0,0,0,0,0,1,2,462.72220000000004,381.9119999999999,378.864,380.34090000000003,401.4878,443.62880000000007,359.85619999999994,388.1115,399.61542499999996,0
328.077,368.137,389.501,398.278,372.473,412.121,376.907,379.919,377.969,377.058,16.17,1,0,0,0,0,8,6,0,10,2,3,3,2,,2,,5,,,,,5,5,5,5,2,2,3,3,1.0,,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,1,376.98,373.4045,408.79679999999996,414.58489999999995,404.23920000000004,375.07159999999993,368.4859,387.37,388.6166125,0
476.701,489.559,509.291,444.348,516.259,538.047,476.825,458.722,513.058,502.662,15.42,1,0,0,0,0,4,10,3,4,1,3,4,1,3,,,,,,,,,,,,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,1,0,0,1,2,2,2,490.69000000000005,468.78640000000007,479.89799999999997,476.087,483.00919999999996,516.718,513.0649000000001,546.9371,496.898825,1
291.128,356.582,308.66,273.264,271.258,294.072,354.422,302.942,290.871,367.837,15.83,0,0,0,1,1,4,8,0,5,2,4,4,,4,2,,,2,2,1,,,1,,1,4,4,4,3,1.0,1.0,1.0,,1.0,1.0,1,0,0,0,,0,0,1,0,2,312.12260000000003,259.40749999999997,225.5936,333.46759999999995,254.72239999999996,309.3745,284.01419999999996,282.1065,282.6011125,0
409.898,419.431,376.491,379.552,386.156,340.859,402.589,360.935,394.248,346.824,15.5,0,0,0,1,0,0,6,6,10,,2,2,2,3,2,,,,,,,,,,,2,2,3,2,,,1.0,,,,0,0,0,0,1,3,0,1,3,2,372.6702,367.3968,371.62340000000006,357.75789999999995,408.6753,383.07340000000005,372.03679999999997,361.2019,374.3044625,0
307.346,380.931,310.555,367.277,346.792,333.263,365.129,335.569,324.837,300.563,16.25,0,0,0,0,1,7,9,6,7,2,3,3,,3,2,4,5,5,5,,,,,5,,2,3,3,2,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,1,1,1,381.50910000000005,299.40220000000005,390.7622,340.4896,372.0539,351.47220000000004,341.61719999999997,343.0232,352.54120000000006,0
387.291,363.175,386.614,387.454,353.12,386.837,388.587,404.745,397.77,374.416,15.92,0,0,0,0,1,10,10,10,10,1,,3,1,3,2,5,,,,,5,5,5,,5,4,4,4,4,1.0,,1.0,1.0,,,0,1,0,1,1,1,0,2,2,2,397.0955000000001,362.5016,338.26090000000005,388.1767999999999,324.575,409.3953,353.90250000000003,321.7513,361.95736250000004,0
590.572,582.569,596.766,572.562,496.091,536.447,535.212,570.306,571.046,545.185,15.5,1,0,0,0,0,8,8,2,6,1,3,,1,3,1,,,,,,,,,,,3,4,3,4,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,1,1,2,0,1,1,2,550.9368000000001,573.1955999999999,611.0556,572.5404000000001,584.0151,563.4687,596.3092,588.4404999999999,579.9952375,1
293.31,318.381,323.23,322.698,324.951,289.454,295.856,262.025,335.02,280.151,15.92,1,1,1,1,2,10,7,1,0,3,1,3,2,1,,,,1,,,1,1,1,1,,2,2,2,2,,,1.0,,,,1,0,0,0,0,0,0,1,2,1,315.29679999999996,297.0104,314.445,316.80460000000005,282.46279999999996,324.4252,287.31050000000005,280.4357,302.273875,0
293.419,350.025,311.606,323.509,277.809,311.103,341.589,328.419,380.957,288.53,16.0,0,0,0,0,0,5,7,6,5,3,2,,3,2,3,,,2,1,1,,5,1,,,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,0,0,0,1,1,1,316.0603,331.7679,362.2640999999999,335.3266,336.3016,346.7799,304.4054,321.08629999999994,331.74901249999994,0
424.281,370.186,442.852,400.36,423.599,432.826,395.308,388.305,387.467,428.992,15.83,0,0,0,1,0,6,4,2,10,2,,1,2,3,2,,,4,,4,4,,4,,3,2,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,1,0,0,1,1,5,392.4121,382.2571,330.341,418.2598,427.2799,412.02740000000006,415.9657000000001,401.841,397.54800000000006,0
392.068,415.244,417.649,399.588,407.087,389.176,393.482,424.825,407.735,418.636,16.0,1,0,0,0,0,10,10,8,5,2,3,3,2,,3,,,5,4,3,,,4,4,,3,3,3,3,,1.0,,,1.0,1.0,1,0,0,1,1,3,0,2,2,3,412.1702,444.7188,434.5723,421.13340000000005,453.1001,436.6624,410.55910000000006,393.43399999999997,425.7937875,0
378.442,366.612,403.258,313.234,360.774,366.525,341.056,412.056,377.945,380.241,15.67,1,0,1,0,1,10,10,4,5,3,2,4,,3,4,4,5,,5,,,,,5,5,3,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,1,1,0,0,1,1,2,356.05640000000005,394.8102,364.6687,359.5318,368.7175,385.49969999999996,339.779,376.05190000000005,368.13939999999997,0
485.22,493.357,494.277,436.964,532.02,482.147,450.256,479.515,429.491,427.805,16.25,1,0,0,1,2,4,8,5,9,,1,1,1,1,4,,,,,,,,,,,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1,1,1,1,442.35990000000004,477.87749999999994,491.25019999999995,480.05460000000005,512.5209,467.1282,456.6544,454.5701,472.80197499999997,0
351.25,350.882,379.784,325.387,367.976,337.493,394.041,373.967,392.583,399.755,16.17,0,0,0,0,2,10,10,6,8,,2,3,3,3,2,4,,4,3,,,5,,,3,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,0,1,1,0,1,1,0,1,1,2,403.3796,395.1227,409.74140000000006,404.8027,263.6859,395.21899999999994,356.8269,420.6969000000001,381.18438749999996,0
392.997,406.709,409.991,392.918,420.366,418.524,418.765,441.903,427.555,414.769,15.92,0,0,0,0,2,0,10,0,10,4,3,2,1,,2,,5,,,4,,4,4,5,,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,1,0,0,1,2,3,395.3797,415.253,345.25509999999997,393.9581,435.9504999999999,399.3521,396.9832,396.16780000000006,397.2874375,0
567.37,549.289,557.875,540.763,593.262,561.439,537.553,551.042,558.863,551.222,16.17,1,0,0,0,0,8,10,1,10,1,,4,1,4,1,4,4,,,,4,4,4,,,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,2,2,3,557.0452,606.4717999999999,538.9069999999999,527.4112000000001,557.4540000000001,572.1348999999999,564.8190999999999,563.8946,561.0172249999999,1
453.096,419.491,448.623,431.366,459.826,420.599,407.894,414.58,427.134,381.23,15.75,1,0,0,0,1,8,7,0,4,2,4,,2,3,2,,5,4,,,,4,4,,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,,1,0,0,1,1,0,1,2,2,1,449.32699999999994,385.48910000000006,351.4119,441.4766000000001,384.5743,455.96989999999994,429.247,397.55359999999996,411.881175,0
401.686,336.679,347.741,374.736,371.744,411.973,412.52,444.405,410.163,378.264,16.0,0,0,0,0,0,2,10,0,8,,3,3,1,3,1,,,,,,,,,,,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,1,1,1,382.55600000000004,391.97530000000006,368.3328,384.7237,357.61199999999997,370.2127,389.0358,357.806,375.28178750000006,0
368.714,426.761,365.327,352.797,319.408,406.675,427.617,351.679,380.661,364.107,15.67,1,1,1,1,1,2,2,0,0,2,3,3,2,,2,,,,,,,,,,,3,3,4,4,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,1,0,1,2,1,1,379.01269999999994,356.84619999999995,398.1806,381.7909,373.26519999999994,360.49800000000005,386.62589999999994,383.0144,377.40423749999997,0
293.347,333.739,325.402,282.887,279.24,325.068,339.266,283.791,277.16,290.468,15.5,1,0,0,0,0,10,10,0,10,1,4,,1,4,1,1,1,,1,1,,,,,1,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,3,3,3,3,1,300.0209,291.65099999999995,283.7112,291.4809,304.31190000000004,305.7428,283.96819999999997,330.236,298.8903625,0
275.003,311.258,283.741,335.089,297.221,311.391,300.733,279.173,282.423,304.963,15.92,0,0,0,1,1,3,10,5,10,2,3,1,1,,3,,5,,,5,,5,,5,5,2,2,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,1,1,1,320.5018,320.9929,320.6196,297.7617,294.49629999999996,288.5009,306.0826,272.1383,302.63676250000003,0
256.835,309.002,316.848,301.85,236.376,341.475,230.952,220.026,223.684,286.205,16.42,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,1,0,,,3,,6,327.14349999999996,334.2888,246.24300000000002,292.6152,286.8127,307.4851,238.35160000000002,304.10689999999994,292.13084999999995,0
322.034,333.223,369.257,336.981,278.291,291.536,359.832,332.753,310.561,387.554,15.75,1,,0,1,1,10,6,0,7,2,,2,2,3,2,,,,,,,,,,,2,2,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,0,0,,2,3,2,391.1378,354.6813,383.69509999999997,286.47700000000003,363.9144,369.9504,310.3735,353.15150000000006,351.67262500000004,0
467.726,438.425,415.878,479.027,411.825,424.114,447.659,418.97,382.16,416.547,15.5,0,0,0,0,1,10,10,0,10,1,3,3,1,,1,,,,,,,,,,,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,0,1,1,1,0,0,1,0,0,1,436.61850000000004,391.6393,415.3873,435.9664999999999,377.4684,421.8795,419.84880000000004,386.25929999999994,410.63345000000004,0
284.274,305.9,353.427,310.356,300.742,284.134,254.511,312.841,307.285,324.638,15.58,0,0,0,0,1,3,5,1,1,,,,,,,,,,,,,,,,,4,4,4,4,1.0,1.0,1.0,,1.0,1.0,1,,,,,,,,,2,298.89399999999995,296.80319999999995,363.20490000000007,291.2025,374.1331,264.27560000000005,302.97069999999997,283.1025,309.3233125,0
413.735,356.25,353.239,394.652,395.2,365.124,335.106,368.604,407.642,392.915,15.5,0,0,0,0,1,6,8,9,10,2,,2,2,3,2,2,,1,2,1,,,,1,,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,1,0,0,2,1,352.58770000000004,383.79380000000003,391.7844,404.0793,335.936,362.0143,355.6932,366.38890000000004,369.0347,0
304.356,332.811,284.411,324.834,278.197,299.553,311.52,259.651,307.471,264.035,15.92,0,0,0,1,1,5,5,3,10,1,,3,1,3,1,5,,3,3,,,,,,5,2,2,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,0,1,1,0,1,1,1,278.60170000000005,284.5209,342.03610000000003,323.31489999999997,315.5566,304.5919,294.16909999999996,252.2529,299.3805125,0
344.068,332.603,299.285,330.731,356.755,324.625,274.143,336.534,305.941,306.019,15.5,0,0,0,1,2,5,5,2,10,2,2,4,,2,3,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1,0,1,1,1,1,0,3,3,2,326.3049,288.05609999999996,293.5849,314.9507,287.8693,306.6456,320.09430000000003,301.2005,304.83828750000004,0
569.599,508.969,507.911,514.367,518.401,546.733,529.889,482.666,484.796,564.664,16.25,0,0,0,0,0,4,10,0,10,2,3,3,2,,2,4,4,,,,3,4,,,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,1,1,1,538.6708000000001,526.0482999999999,511.29179999999997,472.1910000000001,542.6076,534.9352,520.8401,490.7007,517.1606875,1
322.762,308.258,336.595,251.263,272.167,268.55,300.929,285.466,252.888,266.549,16.33,1,0,1,1,1,8,3,3,5,,3,4,3,3,1,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0,3,1,1,0,3,282.39,273.0421,221.3788,258.29490000000004,251.4118,285.222,273.7424,287.3227,266.6005875,0
320.827,332.345,340.563,325.486,284.874,321.318,360.42,331.866,318.859,331.615,16.25,0,0,0,0,1,5,2,4,4,3,3,3,3,,2,3,5,,5,5,,,,5,,4,4,4,4,,,,,,,0,0,0,0,1,0,0,1,1,1,351.58889999999997,315.7631,311.16050000000007,297.7692,260.602,293.5082,307.2294,321.3869,307.37602499999997,0
396.003,317.195,289.489,320.503,294.858,315.057,294.22,329.535,248.6,376.816,15.75,1,1,0,1,0,0,0,0,0,,4,4,4,4,4,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,0,0,1,1,0,,307.1850999999999,265.59810000000004,308.1207,288.1845,284.5727,312.4689,287.56,301.2611,294.3688875,0
538.468,522.805,480.658,519.138,483.033,503.626,526.027,477.502,470.185,522.226,15.92,1,0,0,0,2,7,7,0,9,3,2,3,,4,3,4,4,,3,3,,,5,,,3,1,2,2,,,,,,,0,1,1,1,1,0,0,1,1,1,538.7588000000001,531.1144,480.7336,511.1040999999999,522.8439000000001,492.2822,517.5049,537.8122,516.5192625,1
369.122,294.874,317.721,294.754,272.746,294.996,308.008,296.497,318.425,244.21,16.17,1,1,1,0,1,,,,,,2,3,2,2,3,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,278.8575,300.45029999999997,321.5222,324.6103,338.8071,291.818,274.55910000000006,337.0524,308.4596125,0
368.994,427.989,372.593,424.178,399.989,424.179,450.642,428.681,368.819,378.449,16.08,1,0,0,0,0,6,7,5,10,2,3,3,2,3,,,4,,5,4,,,,3,4,4,3,4,3,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,1,0,1,1,1,0,428.5325000000001,415.57399999999996,365.4381,384.9,432.21180000000004,398.80129999999997,377.7833,402.31640000000004,400.6946750000001,0
251.904,218.589,244.439,294.138,280.475,278.318,312.577,239.032,304.594,313.992,15.5,0,0,0,0,1,5,5,5,5,2,4,,1,3,1,,5,5,,,,5,5,,5,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1,,1,1,,0,2,1,2,2,287.9184,279.48589999999996,292.8527,243.192,330.89119999999997,269.9446,280.04159999999996,256.9018,280.153525,0
229.973,308.114,252.913,304.964,218.779,311.723,315.816,313.551,265.482,288.792,15.42,1,0,0,0,0,4,10,6,10,4,3,4,,3,2,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1,0,1,0,0,0,0,1,1,2,292.22540000000004,268.39459999999997,245.60679999999996,272.66900000000004,259.6442,281.4038,251.60320000000002,298.7625,271.2886875,0
314.505,311.089,311.005,346.73,343.509,396.139,360.004,353.356,336.395,327.544,15.58,1,0,1,0,0,6,7,0,0,2,3,,2,2,2,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,1,0,0,1,334.1661,335.5434,278.1563,333.56909999999993,280.9005,341.3664,337.9023,310.0186,318.9528375,0
365.955,372.708,266.842,286.832,347.884,410.313,341.667,301.854,368.059,380.675,16.25,1,0,0,0,0,10,8,4,6,2,2,,2,2,2,,2,2,2,,,,,2,2,4,4,4,4,1.0,,1.0,1.0,1.0,1.0,1,0,0,1,0,0,0,1,1,2,348.57890000000003,295.4328,366.8422,311.99300000000005,361.28069999999997,332.00899999999996,357.8744,357.64849999999996,341.45743749999997,0
551.649,479.144,564.913,534.063,568.379,520.559,526.966,510.246,490.594,484.094,16.17,0,0,0,0,2,6,4,8,7,2,3,4,,3,1,5,,,,,5,5,,5,5,3,2,3,3,,,1.0,1.0,1.0,,1,1,1,1,1,0,0,1,1,1,501.77340000000004,503.3806000000001,579.3421,519.827,539.3062,492.299,487.57399999999996,554.8782000000001,522.2975625,1
466.894,489.591,474.375,483.889,515.653,461.635,471.999,469.529,443.854,493.281,16.0,1,0,0,0,0,4,7,0,6,2,3,3,2,3,,4,,,4,4,,,4,4,,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,0,0,0,1,1,3,476.54269999999997,498.038,462.72300000000007,462.3303000000001,492.6323000000001,457.1282,468.90170000000006,426.03990000000005,468.04201250000006,0
310.324,333.98,302.854,293.972,303.001,301.879,328.921,301.46,336.134,247.273,15.42,1,0,,0,0,10,3,0,10,3,,3,3,3,3,,,1,,,1,,1,1,1,3,3,3,3,,,,,,,0,0,0,0,0,0,0,1,1,1,299.6028,290.51800000000003,355.2635,348.0085,321.06640000000004,306.4281,310.80859999999996,295.3745,315.8838,0
317.282,327.016,296.938,261.468,291.71,305.228,343.197,356.133,335.517,295.104,15.58,1,0,0,0,1,10,6,6,9,1,4,3,1,3,,4,4,4,4,,,,,4,,3,3,3,3,1.0,1.0,1.0,1.0,1.0,,1,1,1,1,1,1,0,2,2,3,289.85119999999995,255.8832,316.6913,268.58250000000004,318.3838,266.186,284.4902,263.6811,282.9686625,0
390.808,397.455,427.039,354.327,395.92,411.246,372.613,378.697,400.107,413.122,15.92,1,0,1,0,1,10,10,0,10,1,3,3,2,3,,,,3,5,,3,5,,,5,3,3,3,3,1.0,1.0,1.0,,1.0,1.0,0,1,1,1,1,1,0,1,1,3,363.8331,407.34839999999997,367.3334,393.03020000000004,433.44309999999996,366.90099999999995,413.6509,410.85540000000003,394.54943749999995,0
410.746,448.041,469.835,480.476,472.561,458.712,436.038,489.172,444.784,453.35,15.42,1,0,0,1,2,4,5,5,10,4,2,,3,1,3,,,,,,,,,,,4,4,4,4,1.0,,1.0,1.0,1.0,,1,1,1,1,1,0,0,1,1,2,447.7407,428.6095,358.074,494.6236,416.3648,447.89300000000003,482.87970000000007,446.85999999999996,440.3806625,0
417.095,463.879,420.227,393.998,467.228,469.998,417.008,429.273,416.232,426.28,15.92,1,0,0,0,0,4,10,0,10,2,3,,2,3,2,4,4,,4,,,,4,4,,3,2,3,2,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,2,1,1,3,443.6244,452.5682,396.75609999999995,452.8723,433.7718,438.69000000000005,410.5242,397.8913,428.3372875,0
304.913,298.167,306.775,291.191,293.787,295.064,324.62,295.478,350.552,345.883,15.83,0,0,0,,0,,2,,,,,4,,,,,,5,,5,5,,5,,5,4,,,,1.0,,,,,,1,1,0,1,1,0,0,1,1,2,325.8477,354.36080000000004,293.4459,362.2514,300.3398,326.3992,325.7822,332.22460000000007,327.58145,0
369.524,399.868,415.426,331.729,414.429,363.746,402.336,377.828,355.112,318.604,15.83,0,0,0,1,2,4,6,0,2,1,3,3,,3,1,,4,3,,,,3,4,3,,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,1,0,2,3,3,1,396.96270000000004,365.241,390.0766,377.3524,369.274,376.6609,418.6184999999999,411.8815000000001,388.25845,0
306.967,370.234,336.76,376.877,457.918,331.459,382.657,390.923,379.981,378.253,16.0,1,1,0,0,1,10,6,4,9,2,2,,2,2,2,,,3,3,3,3,,3,,,3,3,3,2,,,1.0,,1.0,,0,1,0,1,1,2,0,1,2,3,374.13609999999994,361.17750000000007,299.7922,313.6201,407.0549,353.79869999999994,318.2065,350.0179,347.2254875,0
330.316,357.597,356.948,373.471,385.596,369.238,309.316,390.436,292.839,334.551,15.92,0,0,0,0,1,0,10,0,9,2,3,3,1,,2,5,,5,5,,,5,5,,,4,4,4,3,1.0,1.0,1.0,1.0,1.0,,0,1,1,1,1,0,0,2,2,2,361.0159,331.0189,308.3456,323.51200000000006,321.6459,392.0117,343.2889,318.0212,337.3575125,0
467.286,441.987,452.583,475.752,498.034,438.134,456.859,442.655,488.459,469.095,15.5,0,0,0,1,1,0,10,1,3,2,1,3,,3,1,4,5,3,,,,4,,3,,3,3,3,3,1.0,1.0,1.0,1.0,1.0,,0,0,0,0,0,0,0,1,1,2,496.42299999999994,466.4898,458.1499,459.73159999999996,474.32709999999986,491.84759999999994,428.2456,497.12559999999996,471.542525,0
316.21,313.333,298.354,347.351,274.224,349.986,267.675,271.922,332.196,361.987,15.75,1,0,0,1,2,5,8,5,8,4,3,2,1,4,,,,2,,,3,5,5,5,,4,4,4,3,1.0,1.0,1.0,1.0,,1.0,1,1,0,0,0,0,0,1,1,2,302.057,298.5915,317.96129999999994,306.42409999999995,290.98490000000004,316.41819999999996,267.2188,286.8499,298.3132125,0
385.713,385.031,365.322,431.668,402.11,384.662,387.162,394.054,399.502,414.349,15.67,1,1,0,0,0,0,5,0,2,2,2,,2,3,4,,5,5,,4,3,,5,,,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,0,1,1,1,1,0,1,2,2,2,405.1076,373.9187,424.93469999999996,407.11869999999993,396.6962,373.524,427.8441000000001,330.715,392.48237500000005,0
287.456,305.819,319.897,331.805,260.71,302.206,283.143,301.104,291.77,324.768,15.83,0,0,0,0,1,2,7,6,3,3,,3,3,3,3,,,,,,,,,,,2,3,3,2,,,1.0,,,,1,0,0,0,0,1,2,1,1,2,270.1164,266.3512,297.59520000000003,302.73800000000006,322.7743,283.61949999999996,301.41030000000006,317.8825,295.310925,0
309.569,330.09,326.677,290.656,297.786,291.836,305.99,332.002,294.071,297.72,15.58,0,0,0,0,1,10,0,2,2,1,,3,2,2,3,3,3,,,,3,,,4,3,,,,,,,,,,,1,1,0,1,1,1,3,2,2,3,327.9274,286.394,275.44919999999996,303.775,324.74760000000003,302.7043,282.97029999999995,265.818,296.22322499999996,0
355.702,350.499,387.957,395.61,380.049,333.66,310.982,359.736,389.932,329.716,15.58,0,0,0,1,1,4,8,0,10,2,3,3,3,2,,,,,4,4,4,,4,4,,3,4,3,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,1,0,0,1,1,1,357.1085,286.35949999999997,320.0612,378.5922,395.81440000000003,345.599,366.30899999999997,314.9462,345.59874999999994,0
490.303,482.827,518.362,485.138,554.961,570.616,519.958,542.134,535.923,476.083,15.75,1,0,0,0,2,5,5,0,5,3,2,2,3,3,,3,,4,3,,2,,,,2,2,2,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,1,0,0,2,2,4,528.994,483.32910000000004,543.26,559.4774,517.5144,514.0832000000001,485.27209999999997,501.8121,516.7177875,1
468.314,507.69,531.07,457.926,508.24,535.869,507.322,486.71,523.206,521.46,15.92,1,0,0,0,0,8,10,2,4,1,,3,1,3,1,3,4,4,5,5,,,,,,4,3,4,4,1.0,1.0,1.0,1.0,1.0,1.0,0,1,1,1,1,1,0,2,2,2,499.6411,492.3254,482.11889999999994,486.6447,486.92359999999996,518.4305,517.0931,456.37420000000003,492.4439375,1
480.7,391.854,488.875,399.438,385.119,487.266,410.825,448.13,463.908,415.132,15.67,0,0,0,0,0,0,5,5,2,2,,2,2,3,2,,5,,,,,5,5,5,5,4,4,4,2,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,1,1,0,2,3,1,459.60249999999996,472.5446,424.775,422.7545,454.6421,462.2106,451.93370000000004,443.1893,448.95653749999997,0
392.446,353.925,372.953,369.72,375.445,321.004,386.548,324.702,362.151,404.959,15.42,0,0,0,1,0,0,6,5,10,,3,3,2,2,2,,5,5,,5,,5,,,5,2,2,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,1,1,0,2,3,1,334.08039999999994,341.12039999999996,357.62330000000003,394.5822999999999,373.01929999999993,373.09720000000004,401.8942,362.89470000000006,367.28897500000005,0
469.055,466.807,400.34,470.618,431.328,395.717,500.438,399.426,470.916,460.164,16.17,1,0,0,0,2,10,6,4,5,1,2,,2,3,1,,,,5,5,5,,5,,5,4,4,4,4,1.0,,1.0,,1.0,1.0,1,0,0,1,1,0,2,2,2,1,442.6727000000001,410.3075,429.10650000000004,461.9438999999999,389.1417,437.25509999999997,443.94930000000005,424.0848,429.80768750000004,0
498.776,457.566,479.986,491.612,468.091,498.482,459.759,500.478,520.961,485.894,15.5,0,0,0,0,0,5,9,4,7,2,3,2,,3,2,,,4,,,4,3,3,3,,3,3,3,2,1.0,,1.0,1.0,1.0,,0,1,1,1,1,1,1,1,1,2,506.53000000000003,530.5487999999999,435.2898,461.145,456.34610000000004,499.07349999999997,527.2266,500.21840000000003,489.547275,1
