PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH,PV6MATH,PV7MATH,PV8MATH,PV9MATH,PV10MATH,AGE,TFGender,REPEAT,MISSSC,SKIPPING,TARDYSD,EXERPRAC,STUDYHMW,WORKPAY,WORKHOME,ST034Q01TA,ST034Q02TA,ST034Q03TA,ST034Q04TA,ST034Q05TA,ST034Q06TA,ST300Q01JA,ST300Q02JA,ST300Q03JA,ST300Q04JA,ST300Q05JA,ST300Q06JA,ST300Q07JA,ST300Q08JA,ST300Q09JA,ST300Q10JA,ST270Q01JA,ST270Q02JA,ST270Q03JA,ST270Q04JA,ST038Q03NA,ST038Q04NA,ST038Q05NA,ST038Q06NA,ST038Q07NA,ST038Q08NA,ST250Q01JA,ST250Q02JA,ST250Q03JA,ST250Q04JA,ST250Q05JA,ST251Q01JA,ST251Q02JA,ST251Q03JA,ST251Q04JA,ST255Q01JA,PV1MATH_target
318.876,301.175,339.704,352.021,306.634,332.256,318.804,294.427,281.442,344.713,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
376.875,424.826,370.631,380.363,389.077,307.759,363.305,376.054,380.743,436.825,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
306.111,373.444,323.315,317.651,354.683,333.237,341.248,341.722,346.235,354.279,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
406.724,461.043,477.214,360.978,411.835,440.32,491.016,426.514,446.502,458.473,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
296.152,341.352,328.116,333.404,356.315,353.859,268.786,296.873,317.423,330.353,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
509.944,511.256,505.95,485.843,542.18,441.307,494.87,529.576,477.022,484.324,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
408.494,312.202,413.466,417.927,405.704,362.522,358.976,419.835,412.525,428.816,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
424.832,466.95,492.623,473.742,476.639,460.141,461.18,450.413,448.528,480.484,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
392.991,406.155,421.26,392.815,397.127,404.477,450.152,375.049,407.834,439.369,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
525.047,500.694,563.165,555.681,432.967,555.062,458.561,453.536,532.51,479.305,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
477.489,475.486,447.819,455.009,470.238,432.64,484.732,480.391,511.791,502.949,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
295.813,276.943,298.415,262.43,285.981,290.789,275.881,279.022,279.88,268.377,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
476.401,473.787,507.236,555.858,514.762,487.846,544.09,507.173,549.81,532.435,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
368.544,308.394,374.46,353.99,379.795,374.731,324.621,343.495,351.313,323.468,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
347.275,319.016,361.666,362.644,329.904,344.796,396.02,335.163,369.3,370.684,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
490.682,559.262,515.427,514.026,484.315,498.396,487.743,517.524,509.357,520.569,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
426.956,383.589,366.842,438.635,451.036,391.04,348.209,398.86,348.232,394.09,15.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
239.811,195.266,233.761,203.572,273.381,230.732,275.548,203.751,213.779,263.467,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
411.008,394.59,435.615,437.096,400.295,387.847,375.443,452.306,404.166,412.543,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
336.903,358.2,355.967,400.597,404.762,393.574,404.536,345.237,329.341,338.929,15.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
279.063,324.044,252.496,309.615,287.536,319.905,339.801,359.082,369.843,322.093,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
496.146,448.69,473.044,440.848,481.185,482.226,469.228,515.004,460.047,426.261,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
395.647,433.46,392.185,428.862,448.008,417.042,451.578,454.158,432.201,407.585,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
397.222,357.451,426.578,376.89,386.199,394.614,376.914,395.609,411.508,343.979,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
405.012,424.467,419.862,379.692,409.024,411.294,428.802,351.561,406.222,392.28,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
356.751,327.741,331.218,368.463,342.947,362.355,356.371,399.085,366.846,317.125,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
329.294,279.429,325.226,268.42,332.165,291.301,351.595,330.76,294.733,312.001,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
376.72,404.519,331.865,383.487,395.779,374.443,399.225,367.726,332.947,381.931,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
348.333,380.156,427.655,407.452,376.523,379.628,382.989,386.723,366.579,409.887,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
394.016,332.311,343.483,376.624,325.146,364.395,326.56,345.376,362.63,324.027,15.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
316.102,315.768,248.447,274.526,250.556,325.762,260.803,256.881,301.792,329.435,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
375.662,396.401,375.731,377.55,375.722,372.791,368.922,344.576,380.45,374.413,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
419.482,456.145,445.459,365.31,382.384,408.723,376.006,383.542,362.484,386.81,15.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
236.335,293.728,318.42,265.205,195.742,251.531,236.545,223.794,276.595,260.278,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
399.623,455.947,487.362,510.451,442.861,420.378,476.208,475.288,448.909,424.246,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
503.349,465.466,458.281,490.121,472.433,494.438,470.195,455.674,490.198,485.094,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
468.464,462.186,460.911,439.798,438.309,443.625,482.142,449.862,487.172,459.263,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
402.819,358.986,452.385,403.706,446.744,385.811,434.48,451.674,409.711,399.214,15.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
437.094,437.137,428.708,370.329,458.363,389.77,360.126,430.766,398.602,405.766,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
314.382,351.998,306.477,282.786,355.429,341.251,287.601,343.908,327.084,303.19,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
411.324,383.082,426.939,423.265,430.092,408.45,412.293,391.705,408.524,457.155,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
479.69,563.371,535.101,495.468,576.213,538.93,491.006,532.213,552.816,545.963,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
377.705,407.875,348.97,449.797,358.042,442.212,422.554,375.456,399.025,416.374,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
594.775,597.257,539.1,570.517,560.713,575.858,501.91,546.613,531.358,576.77,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
335.391,358.089,400.928,410.842,382.223,364.951,359.25,361.027,380.57,348.678,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
350.286,400.438,364.833,410.146,377.255,374.343,405.303,359.53,337.17,396.092,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
321.403,327.611,334.643,341.008,326.133,314.804,347.664,418.563,332.112,321.702,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
279.801,251.17,224.404,212.45,264.506,315.504,293.825,226.717,206.734,224.373,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
452.867,464.33,441.975,471.113,388.409,395.422,396.061,408.813,432.104,428.83,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
300.802,298.962,303.138,329.029,244.026,307.564,262.685,307.004,314.718,291.141,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
348.258,344.625,399.419,318.769,311.668,396.542,381.612,356.951,344.198,360.466,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
264.473,268.863,293.315,333.796,257.743,239.861,281.225,214.933,305.389,271.119,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
238.608,280.721,272.497,331.892,298.497,320.85,259.112,283.305,248.848,302.47,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
377.706,322.765,428.399,368.642,371.012,337.411,360.254,314.794,346.849,349.709,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
358.639,347.635,349.462,396.878,351.207,366.668,349.191,382.652,333.799,345.759,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
382.667,363.058,401.39,356.124,400.712,337.775,349.03,394.934,348.762,346.062,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
484.166,477.623,567.857,526.953,515.802,498.893,502.739,605.101,552.203,533.724,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
361.724,419.277,334.363,378.172,411.461,384.768,368.127,424.261,372.649,370.693,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
296.925,321.319,311.179,349.99,347.232,275.538,362.564,338.076,315.229,309.598,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
484.065,440.501,456.909,481.629,428.494,526.603,538.026,417.728,447.411,500.101,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
534.55,551.425,488.223,483.231,525.35,527.504,523.927,550.806,565.201,513.912,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
282.007,309.84,276.044,321.899,226.245,229.64,326.303,294.772,240.108,258.347,15.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
364.284,423.514,433.367,406.585,424.339,445.845,400.636,419.926,411.123,381.275,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
349.354,378.715,342.85,396.441,418.476,382.196,391.772,351.373,391.183,383.802,15.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
273.591,312.758,291.213,257.301,308.763,371.145,250.739,274.574,400.484,278.975,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
357.092,389.192,389.067,395.245,374.099,398.579,400.626,370.211,289.448,354.484,15.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
388.146,399.669,407.264,390.547,357.794,375.385,378.843,407.831,442.642,338.936,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
283.373,291.048,321.969,350.73,316.861,315.281,306.54,318.04,328.032,323.937,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
487.542,511.934,474.336,458.135,471.116,517.983,484.354,521.003,468.778,555.71,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
601.393,659.309,607.375,600.98,564.97,562.928,592.343,549.201,556.67,631.453,15.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
405.787,426.437,431.067,404.678,400.81,427.237,379.516,429.958,409.244,400.852,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
446.131,468.881,438.142,460.919,476.024,482.972,450.171,414.002,466.374,469.857,15.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
461.184,459.265,498.722,440.222,508.797,492.363,421.192,411.679,402.97,440.996,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
384.658,341.232,381.167,343.081,396.567,283.619,337.223,357.602,356.508,315.762,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
395.139,418.14,349.587,391.944,362.762,333.423,396.558,340.698,380.634,361.424,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
491.822,424.126,489.732,441.159,496.628,406.967,412.837,520.92,490.251,419.435,15.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
494.419,482.841,475.722,478.424,456.381,497.011,488.169,478.238,481.174,465.074,15.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
356.72,336.905,336.917,313.519,396.376,295.245,401.651,338.763,350.874,362.245,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
396.304,433.052,386.528,399.66,419.499,414.599,397.644,397.76,430.13,378.49,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
272.427,318.742,271.818,289.25,293.84,275.171,260.902,331.27,254.812,300.824,15.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
471.094,424.982,426.102,446.529,393.603,448.471,433.231,484.482,420.685,430.613,15.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
534.726,464.051,493.245,450.176,482.881,477.559,514.217,486.469,454.452,451.164,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
338.886,365.065,347.031,344.467,354.984,327.579,358.575,388.856,370.191,380.443,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
572.385,480.99,481.652,545.794,535.253,475.864,549.891,526.166,524.099,506.602,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
401.94,424.342,397.3,402.666,406.252,415.859,400.36,412.835,431.034,412.319,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
388.962,351.088,365.373,356.316,384.462,407.422,341.306,380.869,323.723,395.281,15.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
298.636,371.754,375.386,378.826,381.648,393.718,371.162,355.912,364.989,406.713,15.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
455.66,445.769,412.022,431.538,492.581,436.136,450.433,387.075,507.006,464.376,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
416.925,398.323,393.508,406.835,413.895,405.901,427.832,421.118,420.246,430.815,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
378.227,286.64,403.223,398.337,364.023,275.294,311.181,385.991,392.717,372.329,15.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
387.827,367.065,376.305,381.271,431.396,374.892,364.727,321.801,368.096,406.516,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
417.077,454.647,427.62,417.094,461.395,424.21,399.646,459.977,435.791,401.401,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
277.754,344.084,306.098,305.475,326.033,343.843,356.569,358.47,316.788,326.856,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
565.23,544.978,495.729,555.511,551.2,570.307,553.577,549.165,531.175,581.849,15.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
424.339,426.139,442.209,469.652,459.254,405.614,527.283,482.369,432.45,482.758,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
518.299,547.89,516.854,545.819,517.883,483.243,529.823,491.529,533.676,544.84,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
313.425,312.732,355.663,308.656,398.436,319.201,338.242,315.818,346.65,316.617,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
506.403,448.661,462.805,521.034,546.876,523.167,506.805,449.79,474.464,447.806,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
382.044,328.524,334.174,389.66,363.203,376.875,354.451,318.694,335.425,395.829,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
246.659,213.862,248.473,237.671,281.975,277.692,318.351,230.884,273.317,276.827,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
311.645,283.105,278.397,305.672,269.169,325.518,284.606,262.969,277.491,264.78,15.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
292.791,402.179,387.591,363.02,323.129,337.82,390.938,382.318,370.928,359.835,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
439.215,375.011,411.557,357.84,338.153,379.254,376.779,349.533,380.705,364.134,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
323.465,314.527,321.507,313.312,316.777,297.526,282.29,311.434,266.195,308.114,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
435.534,464.324,499.931,499.017,443.473,462.215,420.237,454.262,440.524,439.329,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
571.977,577.709,536.804,546.345,550.516,506.803,535.647,544.052,569.927,564.706,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
425.703,458.7,398.168,452.941,417.088,399.003,418.712,478.749,423.865,460.336,15.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
313.064,296.072,336.934,299.218,300.015,321.624,322.742,314.071,296.75,324.862,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
446.347,385.842,345.708,387.856,390.55,413.083,404.376,405.942,376.094,437.174,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
482.099,477.888,544.176,491.49,516.419,501.076,490.817,491.951,487.673,532.356,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
412.484,440.793,406.402,427.426,436.98,296.684,380.102,317.717,332.37,418.529,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
440.952,451.726,397.127,406.281,418.687,438.482,451.202,456.464,467.4,467.205,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
280.572,296.476,313.451,307.177,259.419,274.169,323.735,284.159,289.747,264.739,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
430.713,437.321,471.07,469.071,470.328,504.498,432.422,491.224,513.842,428.334,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
417.811,406.933,414.579,441.343,440.829,456.073,407.218,444.355,432.99,477.24,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
410.281,369.933,393.695,369.24,392.296,391.976,411.814,413.002,345.297,345.647,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
343.466,300.788,281.472,314.629,302.957,339.675,313.029,353.0,328.538,344.563,15.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
486.825,451.751,498.283,472.879,483.982,476.844,464.291,475.851,414.897,501.473,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
361.964,388.225,395.584,395.898,444.762,434.44,401.035,364.482,429.023,432.161,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
440.425,397.814,471.116,425.26,459.349,420.007,448.319,450.148,363.713,462.932,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
403.955,414.75,367.85,340.537,313.579,297.584,335.191,353.327,384.768,401.175,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
379.366,335.787,320.396,351.877,354.332,393.37,371.57,361.514,351.337,361.933,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
305.997,309.774,319.01,328.753,319.181,313.638,320.237,353.564,302.509,342.4,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
397.741,435.689,407.66,412.565,444.978,449.13,463.844,401.113,442.868,419.8,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
332.024,353.451,298.781,315.915,299.427,318.351,342.978,340.56,277.782,312.639,15.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
306.869,348.161,250.133,373.098,373.549,332.803,300.666,267.187,291.777,262.303,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
298.776,376.31,370.828,377.84,365.968,348.935,393.158,375.399,332.461,367.845,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
365.697,311.098,289.425,291.292,284.857,357.588,306.815,262.271,266.795,309.541,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
354.33,400.382,399.978,369.391,367.319,381.063,368.539,440.397,414.238,421.111,15.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
440.614,402.769,435.265,423.488,439.413,466.3,449.077,434.082,407.469,459.397,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
328.618,282.935,346.439,323.155,311.807,316.824,267.668,349.289,382.712,295.766,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
481.618,402.335,472.734,467.257,463.336,453.955,400.996,431.77,456.152,479.842,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
413.147,332.932,434.605,401.426,333.807,402.981,354.978,357.305,405.272,446.641,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
452.52,410.546,363.189,410.672,447.365,456.15,397.798,379.975,449.732,437.088,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
513.908,445.343,414.416,385.272,393.179,460.635,466.474,447.149,463.388,420.452,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
238.21,246.61,287.926,212.463,284.072,195.421,201.031,220.378,320.418,195.299,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
445.204,460.752,489.629,449.971,451.63,488.789,434.84,442.974,460.374,462.733,15.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
397.091,434.014,355.406,412.237,451.087,405.11,408.494,369.836,441.485,406.09,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
397.586,458.309,479.496,469.502,475.996,454.403,393.141,443.378,410.109,387.18,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
369.26,369.985,356.355,377.687,360.914,378.237,377.552,369.051,390.686,422.197,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
502.901,522.721,440.059,489.486,489.191,470.901,474.161,503.564,452.884,493.866,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
292.842,327.137,344.509,353.705,328.663,337.434,325.977,306.295,300.204,354.185,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
391.078,435.061,372.409,396.857,395.904,388.946,447.037,413.209,443.029,363.806,15.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
470.302,461.204,508.989,518.499,500.607,514.205,503.681,500.801,497.78,513.89,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
376.514,427.873,348.705,358.999,317.276,329.449,352.693,352.915,353.396,339.528,15.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
414.74,365.745,412.148,450.058,388.002,423.984,440.158,460.292,424.165,426.727,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
365.842,332.287,327.019,323.022,353.995,337.745,338.29,394.411,306.203,323.067,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
447.264,468.152,451.119,470.244,467.75,483.053,466.432,514.16,496.469,445.223,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
